CNAE,Descrição Receita Federal,MCC,Descrição MCC2,,,,
4619-2/00,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,5300,Atacadistas e Distribuidores de Alimentos e Provisões para Casa,,,,
4621-4/00,Comércio atacadista de café em grão,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4622-2/00,Comércio atacadista de soja,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4623-1/01,Comércio atacadista de animais vivos,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
4623-1/02,Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4623-1/03,Comércio atacadista de algodão,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4623-1/04,Comércio atacadista de fumo em folha não beneficiado,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4623-1/05,Comércio atacadista de cacau,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4623-1/06,Comércio atacadista de sementes, flores, plantas e gramas,5193,Atacadistas e Distribuidores de Flores, Plantas e Sementes,,,,
4623-1/07,Comércio atacadista de sisal,763,Cooperativas Agrícolas,,,,
4623-1/08,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4623-1/09,Comércio atacadista de alimentos para animais,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4623-1/99,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,763,Cooperativas Agrícolas,,,,
4631-1/00,Comércio atacadista de leite e laticínios,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4632-0/01,Comércio atacadista de cereais e leguminosas beneficiados,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4632-0/02,Comércio atacadista de farinhas, amidos e féculas,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4632-0/03,Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada,4225,Armazenamento de Mercadorias,,,,
4633-8/01,Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4633-8/02,Comércio atacadista de aves vivas e ovos,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4633-8/03,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4634-6/01,Comércio atacadista de carnes bovinas e suínas e derivados,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4634-6/02,Comércio atacadista de aves abatidas e derivados,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4634-6/03,Comércio atacadista de pescados e frutos do mar,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4634-6/99,Comércio atacadista de carnes e derivados de outros animais,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4635-4/01,Comércio atacadista de água mineral,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4635-4/02,Comércio atacadista de cerveja, chope e refrigerante,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4635-4/03,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4635-4/99,Comércio atacadista de bebidas não especificadas anteriormente,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4636-2/01,Comércio atacadista de fumo beneficiado,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4636-2/02,Comércio atacadista de cigarros, cigarrilhas e charutos,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4637-1/01,Comércio atacadista de café torrado, moído e solúvel,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4637-1/02,Comércio atacadista de açúcar,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4637-1/03,Comércio atacadista de óleos e gorduras,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4637-1/04,Comércio atacadista de pães, bolos, biscoitos e similares,5462,Padarias / Lojas de Biscoitos / bomboniere,,,,
4637-1/05,Comércio atacadista de massas alimentícias,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4637-1/06,Comércio atacadista de sorvetes,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4637-1/07,Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4637-1/99,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,5300,Atacadistas e Distribuidores de Alimentos e Provisões para Casa,,,,
4639-7/01,Comércio atacadista de produtos alimentícios em geral,5300,Atacadistas e Distribuidores de Alimentos e Provisões para Casa,,,,
4639-7/02,Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada,5300,Atacadistas e Distribuidores de Alimentos e Provisões para Casa,,,,
4641-9/01,Comércio atacadista de tecidos,5131,Atacadistas e Distribuidores de Tecidos e Produtos de Armarinho,,,,
4641-9/02,Comércio atacadista de artigos de cama, mesa e banho,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4641-9/03,Comércio atacadista de artigos de armarinho,5131,Atacadistas e Distribuidores de Tecidos e Produtos de Armarinho,,,,
4642-7/01,Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança,5137,Atacadistas e Distribuidores de Roupas (Uniformes Comerciais, Escolares e Esportivos),,,,
4642-7/02,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,5137,Atacadistas e Distribuidores de Roupas (Uniformes Comerciais, Escolares e Esportivos),,,,
4643-5/01,Comércio atacadista de calçados,5139,Atacadistas e Distribuidores de Calçados ,,,,
4643-5/02,Comércio atacadista de bolsas, malas e artigos de viagem,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4644-3/01,Comércio atacadista de medicamentos e drogas de uso humano,5122,Atacadistas e Distribuidores para Drogarias e Farmácias,,,,
4644-3/02,Comércio atacadista de medicamentos e drogas de uso veterinário,5122,Atacadistas e Distribuidores para Drogarias e Farmácias,,,,
4645-1/01,Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios,5047,Atacadistas e Distribuidores de Equipamentos Hospitalares, Médico e Oftalmico,,,,
4645-1/02,Comércio atacadista de próteses e artigos de ortopedia,5047,Atacadistas e Distribuidores de Equipamentos Hospitalares, Médico e Oftalmico,,,,
4645-1/03,Comércio atacadista de produtos odontológicos,5047,Atacadistas e Distribuidores de Equipamentos Hospitalares, Médico e Oftalmico,,,,
4646-0/01,Comércio atacadista de cosméticos e produtos de perfumaria,5122,Atacadistas e Distribuidores para Drogarias e Farmácias,,,,
4646-0/02,Comércio atacadista de produtos de higiene pessoal,5122,Atacadistas e Distribuidores para Drogarias e Farmácias,,,,
4647-8/01,Comércio atacadista de artigos de escritório e de papelaria,5111,Atacadistas e Distribuidores de Papelaria e Suprimentos para Escritório,,,,
4647-8/02,Comércio atacadista de livros, jornais e outras publicações,5192,Atacadistas e Distribuidores de Livros, Periódicos e Jornais,,,,
4649-4/01,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,5065,Atacadistas e Distribuidores de Partes Elétricas e Eletrônicas,,,,
4649-4/02,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
4649-4/03,Comércio atacadista de bicicletas, triciclos e outros veículos recreativos,5940,Bicicletas ,,,,
4649-4/04,Comércio atacadista de móveis e artigos de colchoaria,5021,MÓVEIS COMERCIAIS E DE ESCRITÓRIO                   ,,,,
4649-4/05,Comércio atacadista de artigos de tapeçaria; persianas e cortinas,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
4649-4/06,Comércio atacadista de lustres, luminárias e abajures,5065,Atacadistas e Distribuidores de Partes Elétricas e Eletrônicas,,,,
4649-4/07,Comércio atacadista de filmes, CDs, DVDs, fitas e discos,7829,Produtores e Distribuidores de Filmes,,,,
4649-4/08,Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar,2842,Atacadistas e Distribuidores de Produtos Quimicos,,,,
4649-4/09,Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada,2842,Atacadistas e Distribuidores de Produtos Quimicos,,,,
4649-4/10,Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas,5094,Atacadistas e Distribuidores de Jóias, Relógios e Pedras Preciosas,,,,
4649-4/99,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4651-6/01,Comércio atacadista de equipamentos de informática,5045,Atacadistas e Distribuidores de Computadores, Equipamentos Periféricos e Softwares,,,,
4651-6/02,Comércio atacadista de suprimentos para informática,5045,Atacadistas e Distribuidores de Computadores, Equipamentos Periféricos e Softwares,,,,
4652-4/00,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,5065,Atacadistas e Distribuidores de Partes Elétricas e Eletrônicas,,,,
4661-3/00,Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças,5599,Venda de Veículos Recreativos e Maquinários,,,,
4662-1/00,Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças,5599,Venda de Veículos Recreativos e Maquinários,,,,
4663-0/00,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,5085,Atacadistas e Distribuidores de Suprimentos Industriais,,,,
4664-8/00,Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças,5047,Atacadistas e Distribuidores de Equipamentos Hospitalares, Médico e Oftalmico,,,,
4665-6/00,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,5046,Atacadistas e Distribuidores de Máquinas e Equipamentos para Estabelecimentos Comerciais,,,,
4669-9/01,Comércio atacadista de bombas e compressores; partes e peças,5085,Atacadistas e Distribuidores de Suprimentos Industriais,,,,
4669-9/99,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,5046,Atacadistas e Distribuidores de Máquinas e Equipamentos para Estabelecimentos Comerciais,,,,
4671-1/00,Comércio atacadista de madeira e produtos derivados,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
4672-9/00,Comércio atacadista de ferragens e ferramentas,5072,Atacadistas e Distribuidores de Ferragens e Ferramentas,,,,
4673-7/00,Comércio atacadista de material elétrico,5065,Atacadistas e Distribuidores de Partes Elétricas e Eletrônicas,,,,
4674-5/00,Comércio atacadista de cimento,5039,Atacadistas e Distribuidores de Materiais de Construção,,,,
4679-6/01,Comércio atacadista de tintas, vernizes e similares,5198,Atacadistas e Distribuidores de Tintas e Vernizes,,,,
4679-6/02,Comércio atacadista de mármores e granitos,5039,Atacadistas e Distribuidores de Materiais de Construção,,,,
4679-6/03,Comércio atacadista de vidros, espelhos e vitrais,5039,Atacadistas e Distribuidores de Materiais de Construção,,,,
4679-6/04,Comércio atacadista especializado de materiais de construção não especificados anteriormente,5039,Atacadistas e Distribuidores de Materiais de Construção,,,,
4679-6/99,Comércio atacadista de materiais de construção em geral,5039,Atacadistas e Distribuidores de Materiais de Construção,,,,
4681-8/01,Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR),5172,Atacadistas e Distribuidores de Petróleo e Derivados,,,,
4681-8/02,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),5172,Atacadistas e Distribuidores de Petróleo e Derivados,,,,
4681-8/03,Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante,5172,Atacadistas e Distribuidores de Petróleo e Derivados,,,,
4681-8/04,Comércio atacadista de combustíveis de origem mineral em bruto,5172,Atacadistas e Distribuidores de Petróleo e Derivados,,,,
4681-8/05,Comércio atacadista de lubrificantes,5172,Atacadistas e Distribuidores de Petróleo e Derivados,,,,
4682-6/00,Comércio atacadista de gás liqüefeito de petróleo (GLP),5172,Atacadistas e Distribuidores de Petróleo e Derivados,,,,
4683-4/00,Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo,763,Cooperativas Agrícolas,,,,
4684-2/01,Comércio atacadista de resinas e elastômeros,5169,Atacadistas e Distribuidores de Produtos Quimicos e Semelhantes,,,,
4684-2/02,Comércio atacadista de solventes,5169,Atacadistas e Distribuidores de Produtos Quimicos e Semelhantes,,,,
4684-2/99,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,5172,Atacadistas e Distribuidores de Petróleo e Derivados,,,,
4685-1/00,Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção,5051,Atacadistas e Distribuidores de Produtos Metálicos,,,,
4686-9/01,Comércio atacadista de papel e papelão em bruto,5085,Atacadistas e Distribuidores de Suprimentos Industriais,,,,
4686-9/02,Comércio atacadista de embalagens,5111,Atacadistas e Distribuidores de Papelaria e Suprimentos para Escritório,,,,
4687-7/01,Comércio atacadista de resíduos de papel e papelão,5085,Atacadistas e Distribuidores de Suprimentos Industriais,,,,
4687-7/02,Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão,5085,Atacadistas e Distribuidores de Suprimentos Industriais,,,,
4687-7/03,Comércio atacadista de resíduos e sucatas metálicos,5051,Atacadistas e Distribuidores de Produtos Metálicos,,,,
4689-3/01,Comércio atacadista de produtos da extração mineral, exceto combustíveis,5085,Atacadistas e Distribuidores de Suprimentos Industriais,,,,
4689-3/02,Comércio atacadista de fios e fibras beneficiados,5131,Atacadistas e Distribuidores de Tecidos e Produtos de Armarinho,,,,
4689-3/99,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,5085,Atacadistas e Distribuidores de Suprimentos Industriais,,,,
4691-5/00,Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios,5300,Atacadistas e Distribuidores de Alimentos e Provisões para Casa,,,,
4692-3/00,Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários,763,Cooperativas Agrícolas,,,,
4693-1/00,Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários,5300,Atacadistas e Distribuidores de Alimentos e Provisões para Casa,,,,
4711-3/01,Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados,5411,Supermercados e Mercearias,,,,
4711-3/02,Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados,5411,Supermercados e Mercearias,,,,
4712-1/00,Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns,5411,Supermercados e Mercearias,,,,
4713-0/01,Lojas de departamentos ou magazines,5311,Lojas de Departamento,,,,
4713-0/02,Lojas de variedades, exceto lojas de departamentos ou magazines,5331,Lojas de Variedades ,,,,
4713-0/03,Lojas duty free de aeroportos internacionais,5309,Duty free,,,,
4721-1/01,Padaria e confeitaria com predominância de produção própria,5462,Padarias / Lojas de Biscoitos / bomboniere,,,,
4721-1/02,Padaria e confeitaria com predominância de revenda,5462,Padarias / Lojas de Biscoitos / bomboniere,,,,
4721-1/03,Comércio varejista de laticínios e frios,5451,Laticinios,,,,
4721-1/04,Comércio varejista de doces, balas, bombons e semelhantes,5441,Docerias e Confeitarias,,,,
4722-9/01,Comércio varejista de carnes - açougues,5422,Açougues, Peixaria, Avícolas e Frigoríficos,,,,
4722-9/02,Peixaria,5422,Açougues, Peixaria, Avícolas e Frigoríficos,,,,
4723-7/00,Comércio varejista de bebidas,5921,Bebidas,,,,
4724-5/00,Comércio varejista de hortifrutigranjeiros,5499,Cafeterias / Sacolões / Sorveterias / Suplementos Alimentares (dietéticos e para esportistas) / Comida Especializada,,,,
4729-6/01,Tabacaria,5993,Tabacaria,,,,
4729-6/02,Comércio varejista de mercadorias em lojas de conveniência,5499,Cafeterias / Sacolões / Sorveterias / Suplementos Alimentares (dietéticos e para esportistas) / Comida Especializada,,,,
4729-6/99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,5499,Cafeterias / Sacolões / Sorveterias / Suplementos Alimentares (dietéticos e para esportistas) / Comida Especializada,,,,
4731-8/00,Comércio varejista de combustíveis para veículos automotores,5541,Postos de Combustível,,,,
4732-6/00,Comércio varejista de lubrificantes,5983,Oleo de Combustível, Madeira e Carvão,,,,
4741-5/00,Comércio varejista de tintas e materiais para pintura,5231,Vidros, Tintas e Coberturas de Parede,,,,
4742-3/00,Comércio varejista de material elétrico,5211,Lojas de Materiais de Construção,,,,
4743-1/00,Comércio varejista de vidros,5231,Vidros, Tintas e Coberturas de Parede,,,,
4744-0/01,Comércio varejista de ferragens e ferramentas,5251,Ferragens e Ferramentas,,,,
4744-0/02,Comércio varejista de madeira e artefatos,5211,Lojas de Materiais de Construção,,,,
4744-0/03,Comércio varejista de materiais hidráulicos,5211,Lojas de Materiais de Construção,,,,
4744-0/04,Comércio varejista de cal, areia, pedra britada, tijolos e telhas,5211,Lojas de Materiais de Construção,,,,
4744-0/05,Comércio varejista de materiais de construção não especificados anteriormente,5211,Lojas de Materiais de Construção,,,,
4744-0/06,Comércio varejista de pedras para revestimento,5211,Lojas de Materiais de Construção,,,,
4744-0/99,Comércio varejista de materiais de construção em geral,5211,Lojas de Materiais de Construção,,,,
4751-2/00,Comércio varejista especializado de equipamentos e suprimentos de informática,5734,Software de Computador,,,,
4751-2/01,Comércio varejista especializado de equipamentos e suprimentos de informática,5734,Software de Computador,,,,
4751-2/02,Recarga de cartuchos para equipamentos de informática,5734,Software de Computador,,,,
4752-1/00,Comércio varejista especializado de equipamentos de telefonia e comunicação,4812,Telefones e Equipamentos de Telecomunicações,,,,
4753-9/00,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,5722,Eletro-domésticos,,,,
4754-7/01,Comércio varejista de móveis,5712,Moveis, Mobílias e Decorações,,,,
4754-7/02,Comércio varejista de artigos de colchoaria,5712,Moveis, Mobílias e Decorações,,,,
4754-7/03,Comércio varejista de artigos de iluminação,5712,Moveis, Mobílias e Decorações,,,,
4755-5/01,Comércio varejista de tecidos,5949,Armarinhos e Tecido,,,,
4755-5/02,Comercio varejista de artigos de armarinho,5949,Armarinhos e Tecido,,,,
4755-5/03,Comercio varejista de artigos de cama, mesa e banho,5719,Cama, Mesa e Banho e Outras Utilidades Domésticas,,,,
4756-3/00,Comércio varejista especializado de instrumentos musicais e acessórios,5733,Instrumentos Musicais,,,,
4757-1/00,Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação,5732,Eletrônicos,,,,
4759-8/01,Comércio varejista de artigos de tapeçaria, cortinas e persianas,5714,Cortinas e Artigos de Tapeçaria,,,,
4759-8/99,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente,5999,Lojas especializadas não listadas anteriomente,,,,
4761-0/01,Comércio varejista de livros,5942,Livrarias,,,,
4761-0/02,Comércio varejista de jornais e revistas,5994,Banca de Jornais,,,,
4761-0/03,Comércio varejista de artigos de papelaria,5943,Papelarias,,,,
4762-8/00,Comércio varejista de discos, CDs, DVDs e fitas,5735,CD's e DVD's,,,,
4763-6/01,Comércio varejista de brinquedos e artigos recreativos,5945,Brinquedos e Jogos,,,,
4763-6/02,Comércio varejista de artigos esportivos,5941,Artigos Esportivos,,,,
4763-6/03,Comércio varejista de bicicletas e triciclos; peças e acessórios,5940,Bicicletas ,,,,
4763-6/04,Comércio varejista de artigos de caça, pesca e camping,5941,Artigos Esportivos,,,,
4763-6/05,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,5551,Venda de Barcos Motorizados,,,,
4771-7/01,Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas,5912,Drogarias e Farmácias,,,,
4771-7/02,Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas,5912,Drogarias e Farmácias,,,,
4771-7/03,Comércio varejista de produtos farmacêuticos homeopáticos,5912,Drogarias e Farmácias,,,,
4771-7/04,Comércio varejista de medicamentos veterinários,5912,Drogarias e Farmácias,,,,
4772-5/00,Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal,5977,Cosméticos,,,,
4773-3/00,Comércio varejista de artigos médicos e ortopédicos,5976,Materiais Ortopédicos,,,,
4774-1/00,Comércio varejista de artigos de óptica,8043,Óticas e Produtos Óticos,,,,
4781-4/00,Comércio varejista de artigos do vestuário e acessórios,5651,Roupas Masculinas, Femininas e Infantis,,,,
4782-2/01,Comércio varejista de calçados,5661,Calçados,,,,
4782-2/02,Comércio varejista de artigos de viagem,5947,Presentes, Cartões e Lembranças,,,,
4783-1/01,Comércio varejista de artigos de joalheria,5944,Joalherias, Relojoarias e Pratarias,,,,
4783-1/02,Comércio varejista de artigos de relojoaria,5944,Joalherias, Relojoarias e Pratarias,,,,
4784-9/00,Comércio varejista de gás liqüefeito de petróleo (GLP),5983,Oleo de Combustível, Madeira e Carvão,,,,
4785-7/01,Comércio varejista de antigüidades,5932,Antiguidades - venda,,,,
4785-7/99,Comércio varejista de outros artigos usados,5931,Artigos de Segunda Mao / Brechós,,,,
4789-0/01,Comércio varejista de suvenires, bijuterias e artesanatos,5947,Presentes, Cartões e Lembranças,,,,
4789-0/02,Comércio varejista de plantas e flores naturais,5992,FLORICULTURAS,,,,
4789-0/03,Comércio varejista de objetos de arte,5971,Galerias de Arte,,,,
4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,5995,Pet Shop,,,,
4789-0/05,Comércio varejista de produtos saneantes domissanitários,5999,Lojas especializadas não listadas anteriomente,,,,
4789-0/06,Comércio varejista de fogos de artifício e artigos pirotécnicos,5999,Lojas especializadas não listadas anteriomente,,,,
4789-0/07,Comércio varejista de equipamentos para escritório,5943,Papelarias,,,,
4789-0/08,Comércio varejista de artigos fotográficos e para filmagem,5946,Cameras Fotograficas e Acessorios,,,,
4789-0/09,Comércio varejista de armas e munições,5999,Lojas especializadas não listadas anteriomente,,,,
4789-0/99,Comércio varejista de outros produtos não especificados anteriormente,5999,Lojas especializadas não listadas anteriomente,,,,
4911-6/00,Transporte ferroviário de carga,4011,#N/A,,,,
4912-4/01,Transporte ferroviário de passageiros intermunicipal e interestadual,4112,Transporte de Passageiros em Trem (longa distância),,,,
4912-4/02,Transporte ferroviário de passageiros municipal e em região metropolitana,4111,Transporte de Passageiros em Trem, Metrô e Balsas (urbano),,,,
4912-4/03,Transporte metroviário,4111,Transporte de Passageiros em Trem, Metrô e Balsas (urbano),,,,
4921-3/01,Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal,4131,Transporte de Passageiros em Ônibus,,,,
4921-3/02,Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana,4131,Transporte de Passageiros em Ônibus,,,,
4922-1/01,Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana,4131,Transporte de Passageiros em Ônibus,,,,
4922-1/02,Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual,4131,Transporte de Passageiros em Ônibus,,,,
4922-1/03,Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional,4131,Transporte de Passageiros em Ônibus,,,,
4923-0/01,Serviço de táxi,4121,Taxi e Limusine,,,,
4923-0/02,Serviço de transporte de passageiros - locação de automóveis com motorista,4121,Taxi e Limusine,,,,
4924-8/00,Transporte escolar,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
4929-9/01,Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal,4131,Transporte de Passageiros em Ônibus,,,,
4929-9/02,Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional,4131,Transporte de Passageiros em Ônibus,,,,
4929-9/03,Organização de excursões em veículos rodoviários próprios, municipal,4131,Transporte de Passageiros em Ônibus,,,,
4929-9/04,Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional,4131,Transporte de Passageiros em Ônibus,,,,
4929-9/99,Outros transportes rodoviários de passageiros não especificados anteriormente,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
4930-2/01,Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal,4214,Transporte de Carga Rodoviário e Armazenamento,,,,
4930-2/02,Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional,4214,Transporte de Carga Rodoviário e Armazenamento,,,,
4930-2/03,Transporte rodoviário de produtos perigosos,4214,Transporte de Carga Rodoviário e Armazenamento,,,,
4930-2/04,Transporte rodoviário de mudanças,4214,Transporte de Carga Rodoviário e Armazenamento,,,,
4940-0/00,Transporte dutoviário,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
4950-7/00,Trens turísticos, teleféricos e similares,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
5011-4/01,Transporte marítimo de cabotagem - Carga,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
5011-4/02,Transporte marítimo de cabotagem - passageiros,4111,Transporte de Passageiros em Trem, Metrô e Balsas (urbano),,,,
5012-2/01,Transporte marítimo de longo curso - Carga,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
5012-2/02,Transporte marítimo de longo curso - Passageiros,4411,Cruzeiros Maritimos,,,,
5021-1/01,Transporte por navegação interior de carga, municipal, exceto travessia,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
5021-1/02,Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
5022-0/01,Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
5022-0/02,Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
5030-1/01,Navegação de apoio marítimo,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
5030-1/02,Navegação de apoio portuário,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
5030-1/03,Serviço de rebocadores e empurradores,7399,Gerenciamento de Escritórios,,,,
5091-2/01,Transporte por navegação de travessia, municipal,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
5091-2/02,Transporte por navegação de travessia intermunicipal, interestadual e internacional,4111,Transporte de Passageiros em Trem, Metrô e Balsas (urbano),,,,
5099-8/01,Transporte aquaviário para passeios turísticos,4111,Transporte de Passageiros em Trem, Metrô e Balsas (urbano),,,,
5099-8/99,Outros transportes aquaviários não especificados anteriormente,4111,Transporte de Passageiros em Trem, Metrô e Balsas (urbano),,,,
5111-1/00,Transporte aéreo de passageiros regular,4511,Outras Cias Aéreas,,,,
5112-9/01,Serviço de táxi aéreo e locação de aeronaves com tripulação,4511,Outras Cias Aéreas,,,,
5112-9/99,Outros serviços de transporte aéreo de passageiros não-regular,4511,Outras Cias Aéreas,,,,
5120-0/00,Transporte aéreo de carga,4511,Outras Cias Aéreas,,,,
5130-7/00,Transporte espacial,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
5211-7/01,Armazéns gerais - emissão de warrant,4225,Armazenamento de Mercadorias,,,,
5211-7/02,Guarda-móveis,4225,Armazenamento de Mercadorias,,,,
